Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	7.956564	0.0	7.956564	7.956564	25.0	25	0.28972366	0.3834485	1.5717658	-0.6293938	0.2962713	0.37374133	1.513296	-0.46825907	-0.30410674	0.108673275	19.195369720458984
2	12.95294	0.0	12.95294	12.95294	25.0	50	0.42087543	0.375038	1.5380547	-0.524964	0.4119376	0.37061068	1.3539096	-0.6080782	-2.357055	0.06874098	37.83876609802246
3	13.701088	0.0	13.701088	13.701088	25.0	75	0.48556456	0.35415927	1.2301911	-0.15139289	0.48762777	0.3515238	1.2625471	-0.2473154	-4.632664	0.036981452	56.39160370826721
4	13.343548	0.0	13.343548	13.343548	25.0	100	0.5184837	0.33821988	1.3328055	-0.07502977	0.5183023	0.33665848	1.3449059	-0.11631423	-4.832605	0.025865458	74.91751432418823
5	13.017692	0.0	13.017692	13.017692	25.0	125	0.57113934	0.3274575	1.4075074	-0.049221914	0.57205343	0.32686752	1.4444807	-0.047918677	-4.707631	0.025496863	93.45486283302307
6	13.949055	0.0	13.949055	13.949055	25.0	150	0.6024526	0.3313645	1.5627116	-0.19173932	0.60259646	0.32920834	1.5017797	-0.077694744	-4.789244	0.029038947	112.57450342178345
7	13.628476	0.0	13.628476	13.628476	25.0	175	0.67326164	0.3447724	1.4998698	-0.15115772	0.6723764	0.34445474	1.4901941	-0.1690839	-4.630317	0.025326181	131.04449033737183
8	11.789781	0.0	11.789781	11.789781	25.0	200	0.697395	0.34857845	1.61991	-0.059924755	0.69935125	0.3466549	1.5901282	-0.0135936495	-4.805993	0.026436798	149.61200881004333
9	14.730539	0.0	14.730539	14.730539	25.0	225	0.82248455	0.3743025	1.7961655	0.04951765	0.821943	0.37268537	1.720253	0.056769654	-4.951428	0.029611556	168.4090166091919
10	13.448031	0.0	13.448031	13.448031	25.0	250	0.9140209	0.39354149	2.0733514	0.09855412	0.9122324	0.3944738	2.0979803	0.11977613	-5.133843	0.030075591	186.93118739128113
11	2.7177038	0.0	2.7177038	2.7177038	25.0	275	0.8965342	0.5215039	4.9801183	-0.7882847	0.900963	0.42368487	2.1694524	-0.49624732	-0.61724937	0.24526726	205.38788175582886
12	0.5707072	0.0	0.5707072	0.5707072	25.0	300	0.7682238	0.39512298	1.6949235	-0.31790832	0.7663781	0.38124302	1.6712972	-0.16927893	-0.30348414	0.051606346	223.8012547492981
