Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	3.232695	0.0	3.232695	3.232695	25.0	25	0.14777476	0.1865015	0.8927376	-0.14625417	0.14840768	0.18552218	0.896361	-0.12366061	-0.06855288	0.066386215	20.459683656692505
2	8.332786	0.0	8.332786	8.332786	25.0	50	0.23532683	0.22928064	1.0787821	-0.43677613	0.23876308	0.22623679	1.1423657	-0.16715492	-0.27209336	0.08039849	40.23490905761719
3	6.085687	0.0	6.085687	6.085687	25.0	75	0.25279838	0.21079403	1.0412319	-0.18716861	0.25412458	0.21927121	1.1452177	-0.17553082	-0.45457083	0.078825995	59.98950982093811
4	5.0507894	0.0	5.0507894	5.0507894	25.0	100	0.25136578	0.20035104	0.912683	-0.11995806	0.25069746	0.19881171	0.9019725	-0.13945736	-0.82394356	0.05558125	79.5758409500122
5	2.4116583	0.0	2.4116583	2.4116583	25.0	125	0.25670865	0.23259072	1.0403498	-0.21970613	0.25658482	0.23213758	1.0484239	-0.13660592	-1.1907585	0.04891325	99.15875363349915
6	3.458637	0.0	3.458637	3.458637	25.0	150	0.25339243	0.23547494	1.0714144	-0.18257818	0.2530261	0.23924805	1.1197921	-0.13388863	-1.3615388	0.049500637	118.9708616733551
7	2.5766535	0.0	2.5766535	2.5766535	25.0	175	0.23475662	0.21844296	1.0502481	-0.13157503	0.23566775	0.22422919	1.0999497	-0.14579013	-1.4599872	0.053635016	138.6228837966919
8	3.6613812	0.0	3.6613812	3.6613812	25.0	200	0.27244803	0.21243712	1.1597984	-0.12627493	0.27406237	0.21736893	1.1763297	-0.16684811	-1.5065237	0.048219964	158.3793649673462
9	4.6213026	0.0	4.6213026	4.6213026	25.0	225	0.32448632	0.22543214	1.2136655	-0.10192372	0.32345328	0.2279845	1.1999305	-0.12513256	-1.5639813	0.061501876	178.13771963119507
10	2.826918	0.0	2.826918	2.826918	25.0	250	0.3489709	0.22768222	1.3023362	-0.09310134	0.35047755	0.23113774	1.3001344	-0.08590749	-1.4852333	0.057904154	197.95762705802917
11	0.65796304	0.0	0.65796304	0.65796304	25.0	275	0.40047872	0.2567468	1.4817448	-0.25084803	0.39939123	0.24807237	1.368734	-0.26232547	-0.47875535	0.10231188	217.85803723335266
12	1.1971147	0.0	1.1971147	1.1971147	25.0	300	0.42001066	0.21702929	1.478668	0.043996744	0.42349946	0.2218421	1.467639	0.06413194	-0.554281	0.054269366	237.6993224620819
13	1.1722848	0.0	1.1722848	1.1722848	25.0	325	0.46582583	0.21336472	1.5699984	0.12218056	0.46820155	0.21850967	1.5701349	0.08283956	-0.5356879	0.056251574	258.0551345348358
14	0.6686866	0.0	0.6686866	0.6686866	25.0	350	0.50300443	0.21999355	1.5818212	0.18903318	0.50294083	0.22416142	1.5688293	0.19465908	-0.58143854	0.043276407	277.819091796875
15	1.8279504	0.0	1.8279504	1.8279504	25.0	375	0.53696173	0.22874787	1.6735957	0.18920416	0.53651327	0.23402181	1.6619921	0.21112978	-0.58947766	0.046938676	297.5228409767151
