Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	22.46287	0.0	22.46287	22.46287	25.0	25	0.7143576	0.4795252	1.8016539	-0.37807798	0.5829866	0.61639607	1.9304138	-1.2390804	-0.3433928	0.45710438	19.539408683776855
2	28.678022	0.0	28.678022	28.678022	25.0	50	0.86248255	0.45700878	2.0244148	-0.31329906	0.8359563	0.46003664	2.1194236	-0.4190549	-1.1861542	0.19377834	38.193973779678345
3	29.344696	0.0	29.344696	29.344696	25.0	75	0.94415545	0.44772145	2.3368988	-0.17064098	0.9461701	0.45605695	2.273941	-0.14049914	-3.079622	0.13929747	56.87113428115845
4	27.77264	0.0	27.77264	27.77264	25.0	100	0.9784523	0.44262242	2.3232284	-0.115566134	0.97695506	0.4376283	2.279494	-0.11170851	-5.6385045	0.10727978	75.56283020973206
5	27.29134	0.0	27.29134	27.29134	25.0	125	1.0162396	0.4395022	2.4262087	-0.04487274	1.0150975	0.44216952	2.3722298	-0.074064136	-6.979391	0.051761974	94.6747407913208
6	25.513077	0.0	25.513077	25.513077	25.0	150	1.0408187	0.40795162	2.5083804	-0.041455425	1.0385475	0.41091162	2.4477918	-0.04705485	-7.3482943	0.046578202	113.66317343711853
7	23.348015	0.0	23.348015	23.348015	25.0	175	1.0552787	0.40608606	2.5009544	0.0126226	1.054084	0.4037347	2.4848762	0.008971941	-7.273925	0.055560246	132.51167154312134
8	22.041803	0.0	22.041803	22.041803	25.0	200	1.0562456	0.39938816	2.5630941	0.04096248	1.0554156	0.39185622	2.500934	0.051566727	-7.166492	0.039819483	151.36693000793457
9	31.591639	0.0	31.591639	31.591639	25.0	225	1.135242	0.40699863	2.708279	0.05552095	1.1324693	0.39688691	2.649522	0.058136392	-7.4291897	0.065935835	169.95742845535278
10	25.633656	0.0	25.633656	25.633656	25.0	250	1.1647922	0.40792587	2.6576974	0.07802796	1.164788	0.3951272	2.6931407	0.10960275	-7.4703207	0.057257257	188.61901187896729
11	42.90628	0.0	42.90628	42.90628	25.0	275	1.2829735	0.63021576	7.416973	0.08571267	1.3158449	0.45842767	2.7718663	0.13975716	-2.313727	0.29017892	207.32894206047058
12	50.884853	0.0	50.884853	50.884853	25.0	300	1.4529779	0.52000433	2.7464173	0.2998518	1.463992	0.5303375	2.8060837	0.20957272	-2.412024	0.10699562	226.02931761741638
13	45.850838	0.0	45.850838	45.850838	25.0	325	1.5964034	0.5544295	3.0050151	0.2841223	1.6010755	0.56791025	3.0083523	0.30272272	-2.4532926	0.082124956	244.68388652801514
14	61.98154	0.0	61.98154	61.98154	25.0	350	1.7991248	0.641235	3.0795543	0.33011323	1.7996603	0.6642572	3.4352114	0.35385835	-2.7701056	0.15032819	263.50510692596436
15	57.27405	0.0	57.27405	57.27405	25.0	375	1.9176012	0.6754054	3.2600515	0.40883002	1.9229506	0.6908916	3.4885573	0.38742003	-3.109302	0.12170634	282.27563667297363
16	64.42219	0.0	64.42219	64.42219	25.0	400	2.124495	0.76832473	3.7289088	0.5064918	2.118734	0.7726661	3.9656034	0.50490624	-3.4355037	0.12835999	301.1192195415497
17	70.50192	0.0	70.50192	70.50192	25.0	425	2.3167214	0.8552021	4.1022677	0.5928825	2.3178844	0.86490136	4.1786046	0.5970233	-3.6597898	0.10992853	320.01002287864685
18	65.50465	0.0	65.50465	65.50465	25.0	450	2.5159726	0.903778	4.1504803	0.68009484	2.5211852	0.9219521	4.2100153	0.65976053	-3.7302458	0.116526105	338.8920245170593
