Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	23.272842	0.0	23.272842	23.272842	25.0	-0.14841914	0.12432797	0.07259114	-0.49043238	25	-8.106232e-08	197.26805	-0.17478848	-9.248566	155.05292	-0.112171024	0.88	4.0	19.558881998062134
1	24.95751	0.0	24.95751	24.95751	25.0	0.1695804	0.09085493	0.38145798	-0.018927582	50	4.4822693e-07	152.07553	-0.16480567	-6.3104706	156.45688	-0.063027345	0.76	4.0	38.02295899391174
2	24.162418	0.0	24.162418	24.162418	25.0	0.3105847	0.14183046	0.60492295	0.06930546	75	6.198883e-08	174.90074	-0.16240549	-6.025238	152.60114	-0.004237671	0.64	4.0	56.56462740898132
3	26.478685	0.0	26.478685	26.478685	25.0	0.58706546	0.28199014	1.31438	0.06388078	100	1.206398e-06	171.74533	-0.15182984	-8.214996	154.2254	-0.05203308	0.56	4.0	75.09960889816284
4	22.736382	0.0	22.736382	22.736382	25.0	0.7121598	0.4295035	1.784546	-0.060142133	125	-6.67572e-08	137.88393	-0.15386648	-6.7157135	154.38316	-0.020304566	0.6	4.0	93.59533214569092
5	22.792295	0.0	22.792295	22.792295	25.0	0.7391153	0.2312302	1.1764865	0.2960122	150	1.0585785e-06	187.20387	-0.16051975	-9.119904	154.38925	0.004621582	0.76	4.0	112.06846570968628
6	24.229326	0.0	24.229326	24.229326	25.0	1.4512061	0.35095716	2.0849476	0.8014031	175	-9.059906e-08	149.21318	-0.1561565	-10.871368	154.26483	-0.0777478	0.6	4.0	130.5972261428833
7	28.389069	0.0	28.389069	28.389069	25.0	2.1901433	0.4799988	3.1989796	1.4079876	200	-1.9073486e-08	215.49524	-0.16199432	-15.311035	156.00829	-0.012670899	0.6	4.0	149.14241409301758
8	18.406187	0.0	18.406187	18.406187	25.0	2.4548457	0.47423568	3.6830523	1.5732238	225	9.536743e-08	115.08246	-0.13143301	-13.179489	154.10522	0.027819214	0.28	3.0	167.61140990257263
9	23.41441	0.0	23.41441	23.41441	25.0	2.798944	0.7863567	4.3758416	1.4288875	250	1.04904174e-07	166.90799	-0.14848012	-16.471313	155.21103	-0.023116454	0.52	4.0	186.10771298408508
10	25.853556	0.0	25.853556	25.853556	25.0	4.5402713	0.6704936	5.856429	3.32367	275	-7.152558e-08	161.14015	-0.16639005	-21.50328	157.63927	0.004655151	0.68	4.0	204.6678512096405
11	29.119967	0.0	29.119967	29.119967	25.0	5.0256915	0.74378043	6.610245	3.9074967	300	-1.04904174e-07	208.8868	-0.17909534	-26.651932	153.31827	-0.030598754	0.88	4.0	223.12241005897522
12	29.752314	0.0	29.752314	29.752314	25.0	6.598128	0.93587524	8.25926	4.488045	325	1.001358e-07	208.72546	-0.14797725	-32.09305	153.4024	-0.02138733	0.68	4.0	241.5577416419983
13	28.365335	0.0	28.365335	28.365335	25.0	7.8491316	1.1873379	10.358343	5.7355733	350	1.7642975e-07	156.1697	-0.1634628	-26.573853	154.19328	-0.009014892	0.68	4.0	260.2252254486084
14	29.789152	0.0	29.789152	29.789152	25.0	9.172825	0.59480774	10.627058	8.092302	375	-1.2111664e-06	236.43036	-0.17169502	-36.28969	157.27759	-0.037034914	0.84	4.0	278.89424991607666
15	23.305443	0.0	23.305443	23.305443	25.0	8.6833105	1.4239918	10.727772	5.130823	400	1.3160706e-06	172.99937	-0.15953454	-30.378677	156.12657	-0.010949097	0.64	4.0	297.3283817768097
16	31.103878	0.0	31.103878	31.103878	25.0	11.774657	0.800123	13.1227255	9.727127	425	6.67572e-08	223.48033	-0.15064833	-32.732086	153.19855	-0.006310425	0.56	4.0	315.8035373687744
17	28.399406	0.0	28.399406	28.399406	25.0	12.999276	0.8174257	14.459935	11.305478	450	-1.206398e-06	193.14447	-0.15387054	-26.609055	155.92433	0.019897461	0.48	3.0	334.27042055130005
18	26.35453	0.0	26.35453	26.35453	25.0	13.748265	0.85174644	15.050369	11.303168	475	2.0503998e-07	123.06788	-0.14680256	-18.596436	152.71852	-0.008237915	0.48	4.0	352.78864574432373
19	31.067808	0.0	31.067808	31.067808	25.0	15.142242	0.81405514	16.291054	13.096268	500	-1.130104e-06	195.71771	-0.15346701	-21.079315	153.06076	-0.060005493	0.6	4.0	371.2907130718231
20	18.718706	0.0	18.718706	18.718706	25.0	15.150475	0.8553225	16.828688	13.042419	525	2.8610229e-08	57.79215	-0.13166614	-10.672745	152.989	0.011647339	0.32	4.0	389.82483530044556
21	22.954842	0.0	22.954842	22.954842	25.0	16.139091	1.0822926	17.394522	13.806661	550	-1.0108947e-06	84.617615	-0.16333757	-9.896057	152.99887	-0.013970337	0.6	4.0	408.3113000392914
22	28.495914	0.0	28.495914	28.495914	25.0	17.209879	0.9910418	18.3734	14.48686	575	3.0517577e-07	161.07425	-0.14793979	-14.245697	153.98447	0.0021600341	0.56	4.0	426.74826669692993
23	27.57655	0.0	27.57655	27.57655	25.0	17.688532	0.71422535	18.727188	16.503534	600	-9.536743e-08	147.21123	-0.15704161	-13.703842	154.666	-0.036593016	0.52	4.0	445.26295351982117
24	27.241924	0.0	27.241924	27.241924	25.0	18.421783	0.7945139	19.252935	16.208612	625	7.152558e-08	165.59352	-0.1599776	-13.92778	155.4291	0.00375	0.56	4.0	463.8178336620331
25	25.848957	0.0	25.848957	25.848957	25.0	18.166689	1.3300823	19.434875	14.034319	650	-4.1007996e-07	172.21855	-0.16904134	-17.380539	155.21841	-0.008391724	0.68	4.0	482.30748295783997
26	25.240225	0.0	25.240225	25.240225	25.0	19.73467	0.4195206	20.338911	18.447958	675	-1.04904174e-07	133.92859	-0.15478104	-11.490601	152.18282	0.0028009033	0.56	4.0	500.790310382843
27	29.852673	0.0	29.852673	29.852673	25.0	20.339954	0.3904604	20.835833	19.072098	700	-2.8610229e-08	185.80858	-0.15858552	-13.207016	150.43947	-0.013529663	0.6	4.0	519.2373566627502
28	26.891874	0.0	26.891874	26.891874	25.0	20.665821	0.43123537	21.158579	19.367214	725	-1.9550323e-07	120.9497	-0.15687662	-9.977783	154.19307	-0.03201355	0.56	4.0	537.7417483329773
29	27.128387	0.0	27.128387	27.128387	25.0	21.307068	0.542136	21.729958	19.209816	750	6.9618227e-07	142.81108	-0.16246437	-10.227356	155.4055	-0.03448303	0.56	4.0	556.1255762577057
30	27.184216	0.0	27.184216	27.184216	25.0	20.948345	1.3245513	22.204685	17.306683	775	4.7683717e-08	135.53745	-0.15133671	-12.782326	155.97008	-0.11109314	0.56	4.0	574.6695711612701
31	24.877258	0.0	24.877258	24.877258	25.0	22.255962	0.3198739	22.577917	20.985794	800	-9.536743e-08	94.7507	-0.154138	-7.4082108	151.78946	-0.016508179	0.6	4.0	593.4261794090271
32	29.258202	0.0	29.258202	29.258202	25.0	22.871418	0.26254943	23.112366	22.021156	825	-6.67572e-08	134.95586	-0.15169452	-8.070877	153.6991	-0.024014892	0.6	4.0	611.8365724086761
33	24.368504	0.0	24.368504	24.368504	25.0	23.105608	0.29156956	23.447548	22.472685	850	-9.059906e-08	97.386536	-0.15905447	-7.299904	153.99881	-0.0057409666	0.64	4.0	630.426512002945
34	24.05085	0.0	24.05085	24.05085	25.0	23.597456	0.26412964	23.905704	23.004213	875	-8.106232e-08	82.86517	-0.16162741	-5.867157	154.9211	-0.057330932	0.56	4.0	648.8760652542114
35	24.820631	0.0	24.820631	24.820631	25.0	23.917288	0.37755895	24.268354	22.632933	900	4.7683715e-09	95.38479	-0.1527234	-6.403679	154.33179	0.008609009	0.52	4.0	667.3488600254059
36	25.26944	0.0	25.26944	25.26944	25.0	24.273975	0.35303265	24.659307	23.119307	925	-1.04904174e-07	114.01992	-0.15698199	-7.3386993	154.71387	-0.021099243	0.68	4.0	685.7895150184631
37	27.021305	0.0	27.021305	27.021305	25.0	24.715015	0.33939597	24.991539	23.20651	950	1.14440915e-07	155.03754	-0.14971943	-9.40332	152.56166	-0.006566162	0.56	4.0	704.40354347229
38	28.890484	0.0	28.890484	28.890484	25.0	25.083261	0.3199404	25.415745	23.973206	975	1.04904174e-07	134.20328	-0.13783519	-8.6410675	151.67969	0.016235963	0.4	3.0	722.8628838062286
39	24.343155	0.0	24.343155	24.343155	25.0	25.547539	0.22129624	25.801868	24.807083	1000	7.6293944e-08	108.28216	-0.15392454	-7.596321	155.78653	0.012014771	0.64	4.0	741.352944612503
40	35.559967	0.0	35.559967	35.559967	25.0	26.164667	0.0609482	26.2566	26.019268	1025	-1.4781952e-07	272.1052	-0.16285361	-12.944366	154.1805	-0.06449097	0.76	4.0	759.8427083492279
