Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	20.081139	0.0	20.081139	20.081139	25.0	-0.06810064	0.067471	0.063979074	-0.2581839	25	5.7220458e-08	163.30559	-0.1364031	-5.847534	154.44202	0.045025025	0.44	1.0	20.131991386413574
1	24.213951	0.0	24.213951	24.213951	25.0	0.30731937	0.11806306	0.6469113	0.13026205	50	3.8146972e-08	168.10867	-0.16262263	-6.014221	155.41956	-0.013612671	0.72	4.0	39.36583971977234
2	21.728603	0.0	21.728603	21.728603	25.0	0.5190249	0.087628655	0.6685067	0.3293359	75	-1.1777878e-06	121.11778	-0.16001765	-5.776535	157.99028	-0.062127687	0.6	4.0	58.58956527709961
3	34.06291	0.0	34.06291	34.06291	25.0	0.8610244	0.27444887	1.4620084	0.5200501	100	7.6293944e-08	452.84726	-0.09142926	-14.647064	154.65527	0.07843079	0.24	1.0	77.77318787574768
4	22.530289	0.0	22.530289	22.530289	25.0	1.0169337	0.22231363	1.4181471	0.5569112	125	-2.193451e-07	167.84293	-0.12698865	-8.812637	152.60732	0.016572265	0.36	3.0	97.1826822757721
5	29.42904	0.0	29.42904	29.42904	25.0	1.8637577	0.3322609	2.753919	1.2152383	150	-1.1920929e-07	240.2034	-0.15999696	-16.565552	153.92339	0.01147705	0.68	4.0	116.59008002281189
6	28.248152	0.0	28.248152	28.248152	25.0	2.344263	0.59450316	3.6629796	1.5439146	175	1.4972687e-06	257.9467	-0.11499385	-18.064224	156.34839	0.031968385	0.2	2.0	135.9784893989563
7	29.252707	0.0	29.252707	29.252707	25.0	3.0403898	0.83288044	4.446351	1.6415669	200	9.536743e-09	233.30328	-0.145031	-22.372528	154.59818	-0.022160035	0.6	4.0	155.33199071884155
8	28.611826	0.0	28.611826	28.611826	25.0	3.517678	0.8277037	5.172903	2.1598232	225	7.6293944e-08	186.52393	-0.14810032	-22.33342	158.0204	-0.0075463867	0.44	4.0	174.68011736869812
9	28.331976	0.0	28.331976	28.331976	25.0	4.3741546	0.8540251	5.969433	2.9508996	250	1.8119812e-07	232.73206	-0.15241878	-26.727219	155.01491	-0.025473023	0.52	4.0	194.07074427604675
