Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	0.68149203	0.0	0.68149203	0.68149203	25.0	0.0014474557	0.011642558	0.056638196	-0.01369599	25	6.437302e-08	0.13464174	-0.051846538	-0.036474593	9.804028	-0.019140072	0.04	4.0	19.447887897491455
1	0.6493099	0.0	0.6493099	0.6493099	25.0	0.09766399	0.0016886039	0.09828176	0.09242341	50	1.9073486e-08	0.24512303	-0.025335941	-0.09240228	10.219248	0.008072033	0.0	4.0	38.04532170295715
2	2.4574919	0.0	2.4574919	2.4574919	25.0	0.22493061	0.050112206	0.35559708	0.0664274	75	0.0	1.4965352	-0.0306147	-0.36028254	10.035359	-0.010229149	0.04	4.0	56.75371837615967
3	1.9755939	0.0	1.9755939	1.9755939	25.0	0.3930182	0.05268367	0.6453946	0.36804712	100	-1.9073486e-08	0.56942713	-0.029890543	-0.21943766	10.770267	-0.0125349425	0.04	4.0	75.32748794555664
4	0.623689	0.0	0.623689	0.623689	25.0	0.5806633	0.009038067	0.5905781	0.5446644	125	1.4305115e-07	0.18075712	-0.033852432	-0.11671637	10.449227	-0.019539604	0.0	4.0	94.05484342575073
5	3.2898664	0.0	3.2898664	3.2898664	25.0	0.85012954	0.17775013	1.682325	0.63708097	150	-4.7683715e-09	2.4897964	-0.016499529	-0.76983213	10.119821	-0.00537035	0.04	4.0	112.5736300945282
6	0.70840406	0.0	0.70840406	0.70840406	25.0	1.120558	0.0089626545	1.1574345	1.1109014	175	6.198883e-08	0.09885949	-0.007651353	-0.069710836	9.7887535	-0.0009126854	0.0	4.0	131.45567631721497
7	0.0	0.0	0.0	0.0	25.0	1.4472231	1.1920929e-07	1.447223	1.447223	200	1.14440915e-07	0.03875382	-0.025578694	0.088864505	10.755475	0.008950081	0.0	4.0	149.9680004119873
8	1.3471204	0.0	1.3471204	1.3471204	25.0	1.6874423	0.26149043	2.94619	1.6184317	225	1.8596648e-07	3.6899738	-0.037499055	-1.2504756	9.862276	0.0257263	0.04	4.0	168.54516744613647
9	3.3826876	0.0	3.3826876	3.3826876	25.0	2.0782979	0.19238687	2.7737026	1.975148	250	-1.1920929e-08	0.58410954	-0.042260427	-0.2774503	9.995542	-0.0048563196	0.0	4.0	187.30327582359314
10	4.129057	0.0	4.129057	4.129057	25.0	2.5135548	0.24572663	3.3152528	2.1597223	275	-9.536743e-09	4.7864614	-0.025521187	-1.683146	10.007538	-0.017274266	0.04	4.0	205.81803607940674
11	1.0097921	0.0	1.0097921	1.0097921	25.0	3.0691028	0.21078926	4.011296	3.0114841	300	-6.318092e-08	0.12761775	-0.022920355	0.12633556	10.345956	0.014818058	0.04	4.0	224.2443549633026
12	1.15068	0.0	1.15068	1.15068	25.0	3.645658	0.3401459	5.011361	3.5354006	325	2.2411346e-07	3.1458938	-0.01945732	-1.8545284	10.212808	-0.001334629	0.0	4.0	243.05959391593933
13	3.5669446	0.0	3.5669446	3.5669446	25.0	4.4752703	0.52868354	6.012308	4.1179757	350	-8.8214875e-08	1.2657584	-0.05121381	-0.7533859	9.52443	0.020087166	0.04	4.0	261.8351092338562
14	4.003632	0.0	4.003632	4.003632	25.0	5.2604146	0.43050143	6.530482	4.9806004	375	-1.8119812e-07	2.927149	-0.036917694	-1.9311515	10.541698	0.024444122	0.04	3.0	280.60816502571106
15	1.0752333	0.0	1.0752333	1.0752333	25.0	5.948901	0.19376697	6.8338227	5.891203	400	-2.1457673e-08	0.09043645	-0.030153373	0.50956696	9.695746	0.016162854	0.04	4.0	299.15321493148804
16	2.098089	0.0	2.098089	2.098089	25.0	6.6086593	0.2660407	7.7475934	6.504064	425	5.9604643e-10	0.18512385	-0.0126614105	0.052689135	9.707691	0.01028101	0.0	4.0	317.83459854125977
17	3.0038185	0.0	3.0038185	3.0038185	25.0	6.937871	0.42603588	8.127151	6.715858	450	2.3841858e-08	1.0759006	-0.029226394	-0.43214965	9.817142	0.0116645815	0.0	4.0	336.50701236724854
