Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	17.896173	0.0	17.896173	17.896173	25.0	25	0.5040933	0.3540304	1.794818	-0.14705442	0.46501276	0.34341314	1.8966408	-0.1232767	-0.3493708	1.5909488	18.983449935913086
2	48.29767	0.0	48.29767	48.29767	25.0	50	1.3004564	0.6918974	3.1188412	0.13319972	1.2831492	0.74545074	3.5598989	-0.049008697	-1.2139294	0.776559	37.25953435897827
3	38.982136	0.0	38.982136	38.982136	25.0	75	1.4635264	0.76974875	2.9880397	-0.062822424	1.4536021	0.8128326	3.4551625	-0.34476385	-1.8196691	0.2577381	55.50464868545532
4	35.467003	0.0	35.467003	35.467003	25.0	100	1.5238545	0.7467587	3.0495315	-0.030733783	1.5299475	0.740512	3.0728397	-0.1781589	-2.2962618	0.22041029	73.80337882041931
5	36.747147	0.0	36.747147	36.747147	25.0	125	1.5771494	0.70187324	2.9849343	0.014472932	1.5838556	0.6866499	3.0865104	-0.052495778	-2.657916	0.20256895	92.53259539604187
6	38.087208	0.0	38.087208	38.087208	25.0	150	1.6457596	0.6679945	3.1099026	-0.01097043	1.6447937	0.65812135	3.1627884	-0.027860455	-2.780757	0.20070806	111.19821166992188
7	37.5786	0.0	37.5786	37.5786	25.0	175	1.7490005	0.6457754	3.2825668	-0.013737069	1.749092	0.64861465	3.372807	-0.04956778	-2.768406	0.23148048	129.60325407981873
8	40.46833	0.0	40.46833	40.46833	25.0	200	1.8560632	0.6426659	3.418101	0.02013752	1.8589246	0.6485433	3.5193279	-0.024055704	-2.9191296	0.30135936	148.11558294296265
9	42.595257	0.0	42.595257	42.595257	25.0	225	1.9298325	0.64307535	3.466853	0.09427056	1.9233961	0.65912706	3.6140058	0.032957207	-2.896258	0.2550259	166.3546860218048
10	40.479343	0.0	40.479343	40.479343	25.0	250	2.092637	0.64069027	3.6255918	0.040875245	2.0936441	0.65352464	3.745398	0.10162559	-3.0690596	0.28982803	184.60933327674866
11	49.317177	0.0	49.317177	49.317177	25.0	275	2.2579916	0.68502796	4.031376	0.08446287	2.2538488	0.71044016	4.282367	0.0144663565	-2.7451284	0.2804183	202.86234045028687
12	40.045357	0.0	40.045357	40.045357	25.0	300	2.3665733	0.6858889	4.26782	0.069758095	2.3712578	0.6958177	4.3105145	0.13182342	-2.6873105	0.29200837	221.14919137954712
13	52.327168	0.0	52.327168	52.327168	25.0	325	2.5712323	0.7143554	4.576005	0.13753065	2.5727253	0.72157866	4.55148	0.22902831	-2.7607214	0.31825164	239.40261578559875
14	44.109386	0.0	44.109386	44.109386	25.0	350	2.7292829	0.71953326	4.9548497	0.19349977	2.7235594	0.7276003	5.0123067	0.2574717	-2.915564	0.30504754	257.6453061103821
15	44.588398	0.0	44.588398	44.588398	25.0	375	2.8387089	0.7395218	5.028267	0.32447973	2.8382077	0.7339251	5.1277742	0.28813305	-3.085266	0.29993504	275.893630027771
16	30.456514	0.0	30.456514	30.456514	25.0	400	2.9297698	0.722369	5.0680866	0.4434705	2.9291675	0.7341724	5.3698215	0.444103	-3.0235925	0.30465743	294.1432900428772
17	43.98578	0.0	43.98578	43.98578	25.0	425	3.1034386	0.7363302	5.1841016	0.5232236	3.1100616	0.7383122	5.2829285	0.58909047	-3.2087572	0.29235423	312.48082447052
18	45.509098	0.0	45.509098	45.509098	25.0	450	3.1795342	0.72186166	5.333178	0.52724946	3.179116	0.71940243	5.449793	0.6433134	-3.2679224	0.30982783	330.7398307323456
19	49.24237	0.0	49.24237	49.24237	25.0	475	3.3023524	0.74798393	5.5911627	0.6612041	3.3086157	0.7485704	5.7459655	0.67794484	-3.414113	0.3199338	349.00640392303467
20	40.31194	0.0	40.31194	40.31194	25.0	500	3.411421	0.7322958	5.5829096	0.75012577	3.4087946	0.73474383	5.901015	0.74080443	-3.5161402	0.3405176	367.31951928138733
21	50.49115	0.0	50.49115	50.49115	25.0	525	3.5587032	0.79171866	5.9985185	0.8215657	3.5560281	0.7887949	6.269485	0.83549595	-3.672567	0.35907444	385.56370425224304
22	33.101288	0.0	33.101288	33.101288	25.0	550	3.6031876	0.7784708	5.761272	0.87567	3.6117828	0.77799964	5.8149214	0.9011172	-3.7322962	0.3747676	403.87628388404846
23	35.225277	0.0	35.225277	35.225277	25.0	575	3.7069175	0.7683113	5.9689894	0.87054545	3.7026405	0.7649132	6.1852856	0.8826847	-3.7998252	0.3477107	422.109121799469
24	41.502586	0.0	41.502586	41.502586	25.0	600	3.7600305	0.78227276	6.2109313	0.91945785	3.7572384	0.7774753	6.5961785	0.9481269	-3.8878894	0.35318866	440.35891938209534
25	51.767788	0.0	51.767788	51.767788	25.0	625	3.875157	0.7715347	6.2214932	0.9928965	3.877604	0.7743331	6.703316	0.9990734	-4.0049295	0.38360146	458.6870024204254
26	46.73609	0.0	46.73609	46.73609	25.0	650	3.9548109	0.7728593	6.4123583	0.99006075	3.960612	0.7696942	6.656656	1.0198892	-4.05915	0.43113145	477.0159158706665
27	35.421944	0.0	35.421944	35.421944	25.0	675	4.054276	0.77467334	6.5503173	1.0828365	4.0479765	0.7767909	6.8111625	0.992874	-4.1876655	0.4030519	495.59210324287415
28	32.182228	0.0	32.182228	32.182228	25.0	700	4.137661	0.79972714	6.7996964	1.1520325	4.142444	0.7940732	7.0272627	1.1579208	-4.256099	0.44897088	514.2711200714111
29	35.835907	0.0	35.835907	35.835907	25.0	725	4.214654	0.82721853	6.8657537	1.1946459	4.2131314	0.82377875	7.077935	1.1656357	-4.299003	0.43929064	532.6638798713684
30	31.762457	0.0	31.762457	31.762457	25.0	750	4.2487288	0.85282654	7.049728	1.2167566	4.2495084	0.85637176	7.273825	1.1783512	-4.3498964	0.45906705	551.0160527229309
31	28.329561	0.0	28.329561	28.329561	25.0	775	4.3136835	0.85264593	7.2635484	1.287788	4.3120236	0.84675264	7.3106875	1.2950907	-4.3951054	0.4581493	569.2853863239288
32	30.21146	0.0	30.21146	30.21146	25.0	800	4.403905	0.8383502	7.2802763	1.3902133	4.405078	0.8307735	7.349731	1.3666741	-4.4578176	0.44400668	587.5832438468933
33	34.241413	0.0	34.241413	34.241413	25.0	825	4.482945	0.8611902	7.5787225	1.4892423	4.484402	0.8551869	7.748113	1.4289728	-4.541682	0.48989913	605.8047778606415
34	40.686817	0.0	40.686817	40.686817	25.0	850	4.582996	0.8619894	7.673034	1.4921988	4.5811405	0.8588279	7.7065463	1.4259356	-4.6569004	0.5559989	624.1045832633972
35	29.419678	0.0	29.419678	29.419678	25.0	875	4.6415634	0.8518603	7.958399	1.5462912	4.639368	0.8523669	7.8160324	1.4805602	-4.7276382	0.56187177	642.422693490982
36	36.528423	0.0	36.528423	36.528423	25.0	900	4.682736	0.84872276	8.018641	1.5818862	4.6877255	0.8414342	8.029982	1.6267763	-4.7532864	0.5486377	661.0645704269409
37	35.698574	0.0	35.698574	35.698574	25.0	925	4.7488065	0.8735262	8.143399	1.7290672	4.7465496	0.8690431	8.077553	1.6202781	-4.819464	0.52533066	679.3003027439117
38	56.274635	0.0	56.274635	56.274635	25.0	950	4.845203	0.8748972	7.9930797	1.6333505	4.849603	0.87071216	8.131171	1.6353784	-4.9733405	0.58346	697.9691774845123
