Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	8.304781	0.0	8.304781	8.304781	25.0	-0.03358069	0.061648224	0.053581454	-0.23620558	25	-6.67572e-08	21.937017	-0.16230802	-1.2916946	153.37773	0.02277466	0.56	3.0	19.926984310150146
1	14.388275	0.0	14.388275	14.388275	25.0	0.065590866	0.11417829	0.4061817	-0.19830827	50	2.0503998e-07	56.081192	-0.16577303	-2.3183556	151.73932	-0.051148683	0.72	4.0	38.807613134384155
2	13.717612	0.0	13.717612	13.717612	25.0	0.21734905	0.08043057	0.37986693	0.039456647	75	1.14440915e-07	43.94256	-0.14677414	-2.020195	151.89746	-0.06812561	0.48	4.0	57.52910113334656
3	16.508411	0.0	16.508411	16.508411	25.0	0.41387928	0.13048384	0.7362664	0.12524037	100	9.536743e-08	89.956024	-0.13015652	-3.9834824	151.83205	0.02109436	0.4	3.0	76.30355262756348
4	10.316169	0.0	10.316169	10.316169	25.0	0.5529203	0.09145791	0.68793374	0.3801929	125	9.536743e-08	21.927027	-0.1360475	-2.0648499	154.30237	-0.0802594	0.32	4.0	95.56087136268616
5	13.657978	0.0	13.657978	13.657978	25.0	0.85230356	0.17182231	1.2612816	0.59504	150	-3.2901764e-07	58.025894	-0.13071203	-4.145035	155.4596	0.005924072	0.4	4.0	114.65250277519226
6	12.856882	0.0	12.856882	12.856882	25.0	1.1886318	0.17412524	1.568733	0.8891945	175	-8.106232e-08	47.56815	-0.14637502	-4.7994347	155.40804	-0.037684325	0.36	4.0	133.63326835632324
7	16.786835	0.0	16.786835	16.786835	25.0	1.6527069	0.36713794	2.4908242	1.1451187	200	-1.9073486e-08	82.5414	-0.15153502	-9.016243	155.32097	-0.035802003	0.56	4.0	152.66154646873474
8	14.58297	0.0	14.58297	14.58297	25.0	2.0695643	0.48010543	3.2975724	1.5178701	225	-5.76973e-07	56.710663	-0.14950639	-7.6952133	156.19917	-0.001373291	0.56	4.0	171.554270029068
9	9.525395	0.0	9.525395	9.525395	25.0	2.2828822	0.31713057	3.187143	1.9964057	250	3.8146972e-08	20.373055	-0.123494245	-4.163542	157.54707	-0.037421875	0.32	4.0	190.46320986747742
10	12.092436	0.0	12.092436	12.092436	25.0	3.1428404	0.54155594	4.525632	2.4985065	275	1.9073486e-08	49.96168	-0.09505064	-9.254532	156.80838	0.037321776	0.24	2.0	209.22833633422852
11	7.541744	0.0	7.541744	7.541744	25.0	3.6634743	0.63288426	5.0701036	3.103338	300	-1.14440915e-07	26.423838	-0.07788034	-7.055401	156.06514	0.040749513	0.12	3.0	227.86964464187622
12	7.092115	0.0	7.092115	7.092115	25.0	4.3959346	0.61163014	5.7779207	3.8113585	325	4.7683717e-08	7.275897	-0.12355533	-2.6642275	154.43466	-0.0076379394	0.28	4.0	246.57621335983276
13	11.883751	0.0	11.883751	11.883751	25.0	5.6069536	0.8754407	7.388876	4.489967	350	-7.6293944e-08	32.524937	-0.09810225	-7.5938187	154.52803	0.019662475	0.24	3.0	265.3787772655487
14	13.598881	0.0	13.598881	13.598881	25.0	6.779295	0.9599758	9.183939	5.2373934	375	1.9073486e-08	45.57195	-0.091353156	-11.448864	155.13461	0.049569704	0.16	2.0	284.28269243240356
15	11.298448	0.0	11.298448	11.298448	25.0	7.5400195	0.75155616	9.434307	6.1700826	400	-1.1062622e-06	28.435501	-0.0892438	-9.84791	157.11105	0.036034547	0.16	2.0	303.2277226448059
16	9.089887	0.0	9.089887	9.089887	25.0	8.383178	1.0063032	10.7583885	7.2117066	425	-4.7683715e-09	4.971822	-0.11469926	-1.4969532	156.90474	-0.03923218	0.2	4.0	322.05707812309265
17	13.467156	0.0	13.467156	13.467156	25.0	9.511334	0.7948266	11.044804	8.089563	450	8.583069e-08	44.64427	-0.13924226	-11.921661	156.66321	-0.004795532	0.52	4.0	340.72985100746155
18	11.651196	0.0	11.651196	11.651196	25.0	10.488453	1.0204582	12.435688	9.044308	475	-5.2452087e-08	18.024704	-0.07673462	-5.9468985	158.19179	0.03477539	0.12	2.0	359.35760593414307
19	12.912249	0.0	12.912249	12.912249	25.0	11.686406	0.94599193	13.127061	10.050851	500	-5.2452087e-08	15.710531	-0.13541256	-4.4834356	155.70544	-0.011652832	0.36	4.0	377.9655406475067
20	13.27626	0.0	13.27626	13.27626	25.0	12.744937	1.0437634	14.97677	10.955709	525	1.7166138e-07	39.264744	-0.08010099	-10.094357	153.82553	0.038479615	0.12	2.0	396.4989581108093
21	15.066014	0.0	15.066014	15.066014	25.0	13.965211	0.9718142	15.476439	11.950276	550	-3.8146972e-08	43.640045	-0.12623887	-10.790161	152.07713	0.030146485	0.4	3.0	415.3748812675476
22	11.954243	0.0	11.954243	11.954243	25.0	14.521984	1.0636508	16.632723	13.016892	575	1.001358e-07	28.667286	-0.07451681	-8.515764	156.09966	0.035461426	0.08	2.0	434.3117232322693
23	12.120781	0.0	12.120781	12.120781	25.0	15.599154	0.80548555	16.937988	14.077256	600	-9.059906e-08	12.810505	-0.13427517	-3.8496475	154.51697	-0.0057739257	0.36	4.0	454.097354888916
24	10.739125	0.0	10.739125	10.739125	25.0	16.268152	0.75408256	17.513369	14.973968	625	-5.00679e-08	6.712213	-0.117308415	-1.7862272	150.6979	-0.0065338137	0.32	4.0	472.81900334358215
25	11.711327	0.0	11.711327	11.711327	25.0	16.958982	0.55346364	17.907534	15.658175	650	-6.008148e-07	18.269272	-0.12666392	-4.1894913	151.17433	-0.00153656	0.36	4.0	491.76303720474243
26	8.988144	0.0	8.988144	8.988144	25.0	17.295147	0.78705645	18.607073	16.295376	675	-8.249283e-07	6.2088428	-0.115311384	-2.2160842	154.053	0.02996582	0.32	4.0	510.60559153556824
27	13.223661	0.0	13.223661	13.223661	25.0	18.309721	0.5461496	19.181932	16.885971	700	3.33786e-08	18.226597	-0.14260206	-3.4838371	153.26347	0.003532715	0.44	4.0	530.0254013538361
28	16.13777	0.0	16.13777	16.13777	25.0	18.97684	0.5300351	19.677286	17.673975	725	-1.2397766e-07	45.641556	-0.14490601	-7.084751	155.29497	0.015684815	0.44	4.0	548.9803357124329
29	12.634531	0.0	12.634531	12.634531	25.0	19.267025	0.40076554	19.929073	18.405489	750	1.1920929e-07	22.121824	-0.11615807	-5.0362854	152.37569	0.028526612	0.28	3.0	567.7320713996887
30	13.321117	0.0	13.321117	13.321117	25.0	19.94492	0.55024743	20.690487	18.83265	775	7.6293944e-08	13.739348	-0.14005217	-3.3502436	152.89734	-0.02269165	0.48	4.0	586.6033895015717
31	13.979842	0.0	13.979842	13.979842	25.0	20.567373	0.4624546	21.188953	19.562489	800	-3.528595e-07	20.631433	-0.14576536	-3.955349	155.97644	-0.025660401	0.48	4.0	605.606029510498
32	10.572212	0.0	10.572212	10.572212	25.0	20.845186	0.4627698	21.589502	20.046228	825	-6.67572e-08	6.642534	-0.101498686	-1.9141979	158.33623	0.026784668	0.08	2.0	624.5071704387665
33	12.562302	0.0	12.562302	12.562302	25.0	21.484108	0.46953294	22.178856	20.559605	850	-2.8610229e-08	15.6149435	-0.078712195	-2.867402	152.82455	0.022888184	0.04	2.0	643.3314752578735
34	13.777639	0.0	13.777639	13.777639	25.0	21.952211	0.43721497	22.598383	21.03963	875	5.2452087e-08	21.06666	-0.12771457	-3.3313675	152.803	-0.0019152832	0.36	4.0	661.9174110889435
35	10.829324	0.0	10.829324	10.829324	25.0	22.273996	0.45174977	23.039396	21.53544	900	6.67572e-08	16.700438	-0.14205337	-3.1115618	152.94296	-0.0031628418	0.32	4.0	680.5040390491486
36	12.428841	0.0	12.428841	12.428841	25.0	22.878704	0.2972393	23.250454	22.036858	925	4.7683717e-08	13.570861	-0.13791212	-2.686283	152.4822	-0.05151184	0.36	4.0	699.3756110668182
37	14.362108	0.0	14.362108	14.362108	25.0	23.45636	0.2757328	23.815453	22.776628	950	6.3419344e-07	22.699492	-0.12817486	-3.5128613	152.89069	0.023981323	0.32	3.0	718.4122774600983
38	12.758704	0.0	12.758704	12.758704	25.0	23.768076	0.27381694	24.161636	23.152271	975	1.9073487e-07	14.997942	-0.13107975	-2.9528341	157.57161	0.0094378665	0.48	4.0	737.3437690734863
39	10.191043	0.0	10.191043	10.191043	25.0	24.079529	0.38329148	24.680498	23.478935	1000	-2.3841858e-08	6.782006	-0.122361846	-1.6482325	157.47038	0.02446167	0.28	4.0	756.122594833374
40	10.681664	0.0	10.681664	10.681664	25.0	24.572483	0.31790578	25.028503	23.9038	1025	8.487701e-07	4.101464	-0.12718217	-1.0318437	150.6827	-0.021808472	0.44	4.0	774.691091299057
41	10.482079	0.0	10.482079	10.482079	25.0	24.856525	0.30411223	25.321066	24.255138	1050	-5.2452087e-08	3.828818	-0.14762689	-0.6312549	156.06976	-0.037099	0.4	4.0	793.2145931720734
42	13.039225	0.0	13.039225	13.039225	25.0	25.241959	0.24077912	25.59013	24.694315	1075	-8.4400176e-07	11.36578	-0.14084241	-1.5489407	155.52086	-0.0037591553	0.44	4.0	811.9821317195892
43	12.448896	0.0	12.448896	12.448896	25.0	25.445946	0.30044776	25.82049	24.83127	1100	-9.059906e-08	14.716264	-0.14720254	-2.0320568	153.0665	0.0060980227	0.4	4.0	830.8256227970123
44	12.49027	0.0	12.49027	12.49027	25.0	25.787643	0.28270084	26.189548	25.172068	1125	4.7683717e-08	14.872737	-0.13558994	-2.4877062	154.9586	0.009480591	0.4	4.0	849.6060636043549
45	13.013686	0.0	13.013686	13.013686	25.0	26.185616	0.23074919	26.495773	25.556635	1150	-1.14440915e-07	19.53963	-0.1399276	-3.139782	152.8466	-0.009996948	0.44	4.0	868.4768600463867
46	11.726233	0.0	11.726233	11.726233	25.0	26.525305	0.23948215	26.89928	25.984303	1175	-3.33786e-08	5.146796	-0.14254726	-1.1936536	157.3796	-0.0073577883	0.44	4.0	887.6197371482849
47	10.12247	0.0	10.12247	10.12247	25.0	26.858427	0.24913366	27.257753	26.369148	1200	-2.479553e-07	5.512357	-0.101850115	-1.2173848	155.69608	0.026896972	0.16	3.0	906.1601672172546
48	12.327482	0.0	12.327482	12.327482	25.0	27.234673	0.21700232	27.57577	26.837034	1225	-3.33786e-08	12.619695	-0.1457451	-1.8424234	151.84247	0.0005499268	0.4	4.0	925.0163624286652
49	8.197245	0.0	8.197245	8.197245	25.0	27.378714	0.28293014	27.778553	27.032396	1250	-2.9206277e-08	0.7335444	-0.11842497	-0.24333343	154.8053	-7.019043e-05	0.28	4.0	943.933650970459
50	13.1508	0.0	13.1508	13.1508	25.0	27.842358	0.26066986	28.138737	27.304138	1275	-2.3841858e-08	7.813451	-0.1315473	-1.1235118	155.28685	-0.044189453	0.36	4.0	962.8196964263916
51	10.472836	0.0	10.472836	10.472836	25.0	27.997963	0.23338585	28.324423	27.55587	1300	3.0994414e-08	1.1449062	-0.120390065	-0.095256925	152.56215	-0.07148804	0.32	4.0	981.2147877216339
52	9.683965	0.0	9.683965	9.683965	25.0	28.17168	0.25050712	28.535799	27.75936	1325	-1.04904174e-07	6.359816	-0.1096126	-0.8938823	156.98395	0.011691284	0.28	4.0	999.8385288715363
53	12.416691	0.0	12.416691	12.416691	25.0	28.43347	0.22556065	28.689777	27.96598	1350	1.4305114e-08	5.345836	-0.13368975	-0.81509113	153.28229	-0.005909424	0.44	4.0	1018.6606888771057
54	9.870434	0.0	9.870434	9.870434	25.0	28.585651	0.2656171	28.925406	28.198715	1375	6.9618227e-07	4.8785257	-0.12961097	-0.88237286	154.03162	-0.018606568	0.4	4.0	1037.467830657959
55	13.877158	0.0	13.877158	13.877158	25.0	28.930483	0.22907819	29.19945	28.441618	1400	-5.865097e-07	12.843141	-0.14230308	-1.8277502	155.75836	-0.035737917	0.4	4.0	1056.9160549640656
56	9.695392	0.0	9.695392	9.695392	25.0	29.111073	0.20201993	29.381872	28.736698	1425	-1.7166138e-07	1.9183137	-0.13413389	-0.5892651	152.53032	0.020475464	0.36	4.0	1075.939414024353
57	11.45358	0.0	11.45358	11.45358	25.0	29.474554	0.17368287	29.64379	29.014528	1450	5.2452087e-08	4.2142425	-0.14775582	-0.7554903	155.88034	0.0015716553	0.48	4.0	1094.6603128910065
58	13.28534	0.0	13.28534	13.28534	25.0	29.722727	0.17584029	29.958992	29.312641	1475	-2.8610229e-08	11.314017	-0.13953224	-1.4731474	151.41371	-0.049910277	0.52	4.0	1113.4379291534424
59	13.594408	0.0	13.594408	13.594408	25.0	30.01878	0.16363677	30.221071	29.703451	1500	-6.532669e-07	7.5989943	-0.1490908	-1.080152	153.05182	-0.039985962	0.44	4.0	1132.558533668518
60	14.360063	0.0	14.360063	14.360063	25.0	30.311861	0.13342135	30.51827	29.96107	1525	2.1839141e-06	15.722796	-0.09413328	-2.27983	151.53972	0.031218262	0.2	2.0	1151.0408401489258
61	12.221693	0.0	12.221693	12.221693	25.0	30.584877	0.16761498	30.813911	30.150629	1550	-2.1457673e-08	3.7633805	-0.14660056	-0.5673523	154.41873	-0.013079223	0.44	4.0	1169.782069683075
62	9.723561	0.0	9.723561	9.723561	25.0	30.821915	0.16936043	31.057697	30.449867	1575	5.7220458e-08	1.1730208	-0.12146414	-0.33268523	155.37001	-0.013763428	0.28	4.0	1188.4560272693634
63	8.092757	0.0	8.092757	8.092757	25.0	30.97062	0.23729867	31.292803	30.674543	1600	-4.196167e-07	2.7482352	-0.106695235	-0.5554695	153.46703	-0.023713378	0.24	4.0	1207.13312458992
64	13.070404	0.0	13.070404	13.070404	25.0	31.308647	0.14619353	31.49576	30.971594	1625	-3.8146972e-08	5.958398	-0.14819415	-0.6358352	155.70013	-0.010110473	0.48	4.0	1225.8040103912354
65	12.781169	0.0	12.781169	12.781169	25.0	31.50968	0.17675634	31.692827	31.08099	1650	-1.4305114e-08	7.7907	-0.14353035	-1.0772429	155.8851	-0.037893675	0.4	4.0	1244.5213832855225
66	14.034936	0.0	14.034936	14.034936	25.0	31.764648	0.14573425	31.912127	31.318525	1675	0.0	12.261166	-0.114789784	-1.8387842	154.78821	0.018016357	0.28	3.0	1263.2772223949432
67	13.067186	0.0	13.067186	13.067186	25.0	32.010143	0.1792048	32.219368	31.61767	1700	-6.198883e-08	6.0125356	-0.1429106	-1.1862726	154.08037	-0.0244104	0.48	4.0	1281.8155024051666
68	10.658209	0.0	10.658209	10.658209	25.0	32.28424	0.17239994	32.49868	31.927563	1725	-5.7220458e-08	2.325769	-0.115711555	-0.61511695	156.15746	-0.0012109375	0.28	4.0	1300.447643995285
69	12.692348	0.0	12.692348	12.692348	25.0	32.60195	0.1812317	32.78449	32.194035	1750	1.14440915e-07	5.719147	-0.14060211	-0.89179564	154.8586	-0.00019042968	0.48	4.0	1318.8799154758453
70	13.239205	0.0	13.239205	13.239205	25.0	32.85432	0.11603633	32.992023	32.61462	1775	-1.8596648e-07	5.192946	-0.15194903	-0.8388839	157.83192	-0.038464967	0.6	4.0	1337.506070137024
71	13.502456	0.0	13.502456	13.502456	25.0	33.06633	0.134762	33.24273	32.795116	1800	4.4822693e-07	11.941511	-0.1300209	-1.7432289	154.84328	0.009126587	0.48	4.0	1356.3130226135254
72	10.432955	0.0	10.432955	10.432955	25.0	33.320335	0.13201816	33.507042	32.98179	1825	1.9073486e-08	2.6841908	-0.14354436	-0.7651665	155.29755	-0.025765382	0.48	4.0	1375.0337126255035
73	15.507132	0.0	15.507132	15.507132	25.0	33.669735	0.15854163	33.82206	33.266994	1850	9.536743e-09	12.867729	-0.1409238	-1.7038803	154.91003	-0.06918152	0.48	4.0	1393.8513703346252
74	12.607615	0.0	12.607615	12.607615	25.0	33.91888	0.14470118	34.11226	33.567722	1875	-4.7683717e-08	6.2860255	-0.11760926	-1.2986493	154.45088	-0.009263306	0.4	4.0	1413.0245907306671
75	14.217091	0.0	14.217091	14.217091	25.0	34.231544	0.15105478	34.422073	33.880642	1900	3.528595e-07	12.684879	-0.13670836	-2.1535501	153.62993	-0.005461426	0.48	4.0	1431.9606280326843
76	12.003543	0.0	12.003543	12.003543	25.0	34.548927	0.14718102	34.727375	34.22399	1925	-3.33786e-08	3.9032962	-0.13239017	-0.9349699	153.849	0.01880127	0.36	4.0	1450.744431257248
77	12.792778	0.0	12.792778	12.792778	25.0	34.88015	0.12433863	35.067963	34.545765	1950	-5.2452087e-08	8.075903	-0.09497458	-1.4908943	157.19054	0.03039795	0.24	2.0	1469.5202839374542
78	16.421644	0.0	16.421644	16.421644	25.0	35.23444	0.096210286	35.35542	34.97892	1975	-1.9073486e-08	18.939037	-0.1580694	-2.5018444	152.42752	-0.05713074	0.64	4.0	1488.0662660598755
79	10.74298	0.0	10.74298	10.74298	25.0	35.52453	0.12174768	35.687405	35.213924	2000	-2.3841858e-08	0.89097106	-0.1360434	-0.37383676	155.04712	0.0079187015	0.44	4.0	1506.3901410102844
80	9.5218935	0.0	9.5218935	9.5218935	25.0	35.755104	0.19043364	36.002117	35.51948	2025	1.1920929e-08	0.67288053	-0.12774311	-0.15495193	154.41289	-0.024486694	0.4	4.0	1524.9800329208374
81	11.4998	0.0	11.4998	11.4998	25.0	36.0242	0.121324554	36.17987	35.727955	2050	9.1075896e-07	3.7035148	-0.14632495	-0.63439465	155.4559	-0.0029595948	0.44	4.0	1543.5575728416443
82	14.523168	0.0	14.523168	14.523168	25.0	36.278027	0.08059305	36.39254	36.082993	2075	5.7220458e-08	7.611695	-0.14671217	-1.0406933	154.08102	-0.009787598	0.48	4.0	1561.8725872039795
