Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	0.037502375	0.0	0.037502375	0.037502375	25.0	0.00011483697	0.00056258397	0.0028709243	0.0	25	1.04904174e-07	0.0012833773	-0.033484727	-0.0009056238	9.423838	-0.008251877	0.0	4.0	19.84032440185547
1	12.741886	0.0	12.741886	12.741886	25.0	0.06185496	0.05961838	0.21592662	-0.034201853	50	-3.2424927e-07	53.246845	-0.090286754	-1.8441658	10.570261	-0.008202724	0.12	4.0	38.993998289108276
2	12.965597	0.0	12.965597	12.965597	25.0	0.18541756	0.09038254	0.46473923	0.03741721	75	-1.9073487e-07	51.12489	-0.077081084	-2.2740784	10.632468	-0.0062705996	0.08	4.0	58.2411527633667
3	11.43638	0.0	11.43638	11.43638	25.0	0.28519237	0.11542499	0.5321684	0.13924731	100	7.6293944e-08	38.69457	-0.04691823	-2.0024948	10.088838	-0.005533485	0.0	4.0	77.52048325538635
4	3.6698604	0.0	3.6698604	3.6698604	25.0	0.3707901	0.053233534	0.59173614	0.31863374	125	3.218651e-08	1.2759703	-0.032651514	-0.14911306	10.381597	-0.02043726	0.04	4.0	96.59974908828735
5	0.90206236	0.0	0.90206236	0.90206236	25.0	0.4755833	0.026046095	0.60096896	0.4614001	150	0.0	0.28412285	-0.025758013	-0.07346736	10.269095	0.0034583854	0.0	4.0	115.75513696670532
6	7.0470533	0.0	7.0470533	7.0470533	25.0	0.6772753	0.19626494	1.3388826	0.55949336	175	3.33786e-08	14.895559	-0.03595947	-0.94877625	9.95367	0.0011720848	0.08	4.0	134.87138891220093
7	8.17078	0.0	8.17078	8.17078	25.0	0.8115642	0.19085859	1.4051691	0.65615416	200	-4.7683717e-08	18.271643	-0.050224517	-1.7837963	10.291508	-0.005082245	0.04	4.0	154.02548217773438
8	7.530167	0.0	7.530167	7.530167	25.0	1.0144358	0.18454926	1.4608516	0.8568769	225	-1.9073486e-08	25.2503	-0.05169301	-2.939188	9.372791	-0.0024853135	0.08	4.0	174.599839925766
9	9.005779	0.0	9.005779	9.005779	25.0	1.4060916	0.33223087	2.4549854	1.1292478	250	3.8146972e-08	18.70057	-0.02680766	-3.2131233	9.898468	0.0024214364	0.0	4.0	193.74768161773682
