Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	6.122066	0.0	6.122066	6.122066	25.0	25	0.20694834	0.26433155	0.94266605	-0.36296925	0.21022202	0.27088588	0.9943714	-0.35630345	-0.15049414	0.05085792	19.83537244796753
2	8.880987	0.0	8.880987	8.880987	25.0	50	0.28258374	0.29775605	1.0768799	-0.17472391	0.2795424	0.29213548	1.0662227	-0.15997791	-0.59303224	0.055434994	39.00354218482971
3	13.804235	0.0	13.804235	13.804235	25.0	75	0.37999886	0.3012273	1.1580462	-0.118008085	0.3824597	0.30350193	1.1343832	-0.1665594	-0.9606857	0.071963	58.12629055976868
4	14.161937	0.0	14.161937	14.161937	25.0	100	0.44563353	0.3413271	1.3749559	-0.18509918	0.44749445	0.34139627	1.3470677	-0.18228304	-1.2315625	0.054540105	77.36663627624512
5	10.972862	0.0	10.972862	10.972862	25.0	125	0.4866396	0.3604508	1.5484049	-0.17152835	0.48606923	0.35844538	1.5349469	-0.24670705	-1.4984816	0.04958275	96.52959537506104
6	13.38586	0.0	13.38586	13.38586	25.0	150	0.5492139	0.37707475	1.8712581	-0.10667353	0.5498854	0.37627667	1.8713753	-0.119483456	-1.602269	0.03966871	115.9282820224762
7	10.473801	0.0	10.473801	10.473801	25.0	175	0.5988496	0.39453462	1.8190347	-0.15099089	0.59804165	0.39385614	1.860593	-0.13513918	-1.6637142	0.038129188	134.6770055294037
8	8.040279	0.0	8.040279	8.040279	25.0	200	0.6473471	0.40263256	1.9197929	-0.10089047	0.6467319	0.40686393	1.9072794	-0.12605843	-1.6068791	0.041100558	153.83866429328918
9	8.637719	0.0	8.637719	8.637719	25.0	225	0.700935	0.41816247	1.93033	-0.06699561	0.700543	0.42145076	1.9614129	-0.038587403	-1.8556836	0.043596115	172.85224747657776
10	9.562671	0.0	9.562671	9.562671	25.0	250	0.76488703	0.428382	2.0470004	0.056200147	0.7662704	0.43313786	2.0668218	0.07713954	-1.9131534	0.033668872	191.92715072631836
11	4.4668446	0.0	4.4668446	4.4668446	25.0	275	0.8341493	0.4489469	2.1725485	-0.19643937	0.8329812	0.45161933	2.156373	0.0457342	-0.7989924	0.07695059	210.79617023468018
12	6.670392	0.0	6.670392	6.670392	25.0	300	0.8676753	0.43531603	2.1985438	-0.19792856	0.87450975	0.43913823	2.3216953	0.13577694	-1.0488685	0.06549272	229.8096408843994
13	12.810248	0.0	12.810248	12.810248	25.0	325	0.91433597	0.4366854	2.1724713	0.20251657	0.90908664	0.44540146	2.4448984	-0.02256657	-1.0282509	0.07821239	248.84119129180908
14	16.425543	0.0	16.425543	16.425543	25.0	350	0.9840022	0.43138227	2.519148	0.32583633	0.987512	0.43273994	2.6591382	0.2687374	-1.1963036	0.07913548	268.0103499889374
15	16.906746	0.0	16.906746	16.906746	25.0	375	1.0529219	0.42514193	2.5692945	0.30602193	1.0522261	0.4258438	2.651578	0.27388692	-1.3120301	0.09268355	287.29024028778076
16	17.029673	0.0	17.029673	17.029673	25.0	400	1.1235871	0.41279638	2.7406154	0.31967583	1.1230237	0.4129136	2.8081045	0.2881556	-1.403206	0.09816466	306.35166096687317
17	17.354721	0.0	17.354721	17.354721	25.0	425	1.1699113	0.415823	2.7097764	0.43995512	1.1699066	0.41475695	2.774841	0.40011862	-1.4299045	0.101695396	325.5120973587036
18	7.9870157	0.0	7.9870157	7.9870157	25.0	450	1.1953205	0.40651548	2.7676592	0.44295812	1.1949787	0.40585953	2.7958863	0.42290506	-1.4792545	0.12523684	344.7471590042114
19	5.4340677	0.0	5.4340677	5.4340677	25.0	475	1.1890078	0.41140348	2.7370121	0.31603092	1.1897326	0.4109891	2.719188	0.3910675	-1.317688	0.15439214	363.78885197639465
20	9.726232	0.0	9.726232	9.726232	25.0	500	1.2453874	0.41712207	2.890578	0.4486132	1.2479337	0.41900408	2.8959215	0.46076906	-1.7845734	0.15706758	382.92528223991394
21	4.07177	0.0	4.07177	4.07177	25.0	525	1.2614504	0.42082214	2.8277931	0.47408664	1.2624853	0.4217089	2.9791126	0.47887373	-1.2111231	0.16231781	401.74225664138794
22	17.183264	0.0	17.183264	17.183264	25.0	550	1.3357644	0.4134559	2.905796	0.5480398	1.3345917	0.41939932	2.953701	0.5541331	-1.323519	0.15470959	420.9381613731384
23	16.801311	0.0	16.801311	16.801311	25.0	575	1.3870431	0.4074498	2.947025	0.6712886	1.3860568	0.4069716	2.9597576	0.60191643	-1.3586991	0.15099683	439.98730182647705
24	16.950325	0.0	16.950325	16.950325	25.0	600	1.4338055	0.40527505	3.0513577	0.6961756	1.4339252	0.4020558	3.0398552	0.68264496	-1.5033948	0.16415578	459.15266609191895
25	14.283381	0.0	14.283381	14.283381	25.0	625	1.4914768	0.3994256	3.0723577	0.69920695	1.4898614	0.40005147	3.0619462	0.7296477	-1.6619402	0.15022743	478.3151981830597
26	8.885414	0.0	8.885414	8.885414	25.0	650	1.5017301	0.40816087	3.1978643	0.68560535	1.501657	0.40733662	3.2005002	0.73507446	-1.6710126	0.1675013	497.432523727417
27	18.563276	0.0	18.563276	18.563276	25.0	675	1.5643603	0.40757063	3.141584	0.73181784	1.5625352	0.4109538	3.1607375	0.7578705	-1.7871323	0.1540002	516.7739729881287
28	15.252248	0.0	15.252248	15.252248	25.0	700	1.5934057	0.4114824	3.1688392	0.71895814	1.5934957	0.41642407	3.1670585	0.6590515	-1.8002636	0.17919798	535.9015810489655
29	8.566559	0.0	8.566559	8.566559	25.0	725	1.6430606	0.42410865	3.2374315	0.5878096	1.6424824	0.4240676	3.257507	0.7073845	-1.7186519	0.180499	555.0984072685242
30	5.0416455	0.0	5.0416455	5.0416455	25.0	750	1.707295	0.43275845	3.4278574	-0.0702655	1.7080183	0.43605977	3.4206219	-0.15319829	-1.7337229	0.19668041	574.0351173877716
31	17.961746	0.0	17.961746	17.961746	25.0	775	1.7396643	0.44650587	3.463686	0.691084	1.737857	0.44480184	3.507202	0.7516143	-2.257102	0.20268644	593.1794004440308
32	6.534047	0.0	6.534047	6.534047	25.0	800	1.7359592	0.44105157	3.3084502	0.80824673	1.738254	0.44092712	3.3123958	0.842534	-1.7449987	0.21584244	612.2867293357849
33	3.86002	0.0	3.86002	3.86002	25.0	825	1.7845052	0.45637172	3.613799	0.9618838	1.7844204	0.45798355	3.5983555	0.9750883	-1.6493372	0.184609	631.1616909503937
34	5.66399	0.0	5.66399	5.66399	25.0	850	1.8256023	0.4665207	3.8245864	0.9051715	1.8257974	0.4699278	3.821924	0.94159496	-1.6834706	0.1982217	650.0942625999451
35	6.7279906	0.0	6.7279906	6.7279906	25.0	875	1.8617157	0.4641489	3.8179555	1.0466317	1.8614961	0.46384913	3.8781238	1.015249	-1.7280061	0.19298467	669.3434584140778
36	2.296404	0.0	2.296404	2.296404	25.0	900	1.883534	0.47630334	3.9936347	0.42697278	1.8810968	0.4734062	3.9969277	0.4711035	-2.6154556	0.21002097	688.2278769016266
37	3.0939467	0.0	3.0939467	3.0939467	25.0	925	1.8790922	0.47034237	3.5640368	0.57309514	1.8795433	0.4706231	3.5315034	0.63991284	-2.4408565	0.25168753	707.1141629219055
38	5.089899	0.0	5.089899	5.089899	25.0	950	1.9533914	0.45886618	3.9178045	0.7411584	1.9542212	0.4590707	4.0397124	0.86184967	-2.0118358	0.2563517	726.1476695537567
39	9.109439	0.0	9.109439	9.109439	25.0	975	1.9663043	0.4580145	3.9993572	0.94819444	1.9662031	0.45893276	3.9979508	1.0119518	-1.9285076	0.21593197	745.1733756065369
40	6.425754	0.0	6.425754	6.425754	25.0	1000	1.9620187	0.43887353	3.814219	1.1624738	1.9606711	0.4363678	3.8127904	1.1589415	-1.9616307	0.22412342	763.8735401630402
