Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	11.8773	0.0	11.8773	11.8773	25.0	0.0031328297	0.08587017	0.17436461	-0.22146803	25	-9.298325e-07	52.087658	-0.17662925	-2.1716423	153.37773	-0.024129638	0.88	4.0	22.36238121986389
1	12.855155	0.0	12.855155	12.855155	25.0	0.06848775	0.10817766	0.40260637	-0.09115281	50	6.1035155e-07	51.296455	-0.15784897	-2.1664505	151.76016	-0.025779419	0.6	4.0	43.60229992866516
2	13.654158	0.0	13.654158	13.654158	25.0	0.23643091	0.16485919	0.62628084	-0.05837812	75	-5.4359435e-07	51.437626	-0.1584714	-2.5833473	151.92912	-0.06349121	0.56	4.0	65.41367554664612
3	15.772885	0.0	15.772885	15.772885	25.0	0.551489	0.24295484	1.0745437	0.21950132	100	4.6253206e-07	74.352806	-0.15084866	-3.9119568	151.86504	-0.032929078	0.56	4.0	87.28560996055603
4	14.785193	0.0	14.785193	14.785193	25.0	0.68596846	0.22974886	1.147404	0.31370974	125	6.67572e-08	64.49237	-0.11742228	-4.0944557	154.32903	0.019857178	0.24	2.0	109.2393889427185
5	15.519636	0.0	15.519636	15.519636	25.0	1.028136	0.27466998	1.5902891	0.5244251	150	-2.1457672e-07	63.889194	-0.13729888	-5.4610634	155.48581	-0.033168945	0.4	4.0	131.0238471031189
6	15.201018	0.0	15.201018	15.201018	25.0	1.4047982	0.28879517	2.1292863	1.0048418	175	-2.374649e-06	55.09656	-0.14515756	-6.1616096	155.43532	-0.06673462	0.52	4.0	153.01873207092285
7	15.09458	0.0	15.09458	15.09458	25.0	1.7729068	0.3710536	2.8191092	1.1251891	200	-6.3419344e-07	56.42074	-0.15342319	-6.7597313	155.3485	-0.04205261	0.52	4.0	175.11647701263428
8	13.832598	0.0	13.832598	13.832598	25.0	2.3704903	0.47908065	3.584541	1.6013151	225	-3.528595e-07	58.500664	-0.13967751	-8.312622	156.22536	0.004793701	0.52	4.0	197.27809476852417
9	13.671508	0.0	13.671508	13.671508	25.0	2.8317108	0.48442522	4.249754	2.082511	250	-1.001358e-07	47.50363	-0.14201774	-8.065292	157.56929	0.012349853	0.52	4.0	219.0054965019226
10	15.897554	0.0	15.897554	15.897554	25.0	3.506911	0.6052294	4.9943576	2.0933542	275	5.531311e-07	64.16724	-0.12780553	-11.802048	156.82794	0.020437622	0.36	3.0	240.09067749977112
11	14.643413	0.0	14.643413	14.643413	25.0	4.428393	1.0059261	6.635	2.7461996	300	1.0871887e-06	95.68456	-0.10650952	-17.047386	156.08142	0.031185303	0.16	2.0	261.2806923389435
12	13.654265	0.0	13.654265	13.654265	25.0	5.352733	0.60171866	6.4225893	4.0934343	325	-7.390976e-07	30.175535	-0.1230395	-8.557014	154.45284	-0.0496167	0.32	4.0	282.65986347198486
13	16.2935	0.0	16.2935	16.2935	25.0	6.367068	0.87228453	7.9243917	4.9982834	350	-1.8119812e-07	73.048386	-0.14509597	-17.338272	154.55414	-0.042092897	0.48	4.0	304.01943802833557
14	15.122343	0.0	15.122343	15.122343	25.0	7.9834948	1.148776	10.338557	6.1635456	375	-2.7179718e-07	44.052963	-0.14135206	-11.370365	155.16121	-0.0011712647	0.44	4.0	325.52453565597534
15	14.817993	0.0	14.817993	14.817993	25.0	8.905644	0.94114035	11.138618	7.701665	400	-3.7193297e-07	36.02694	-0.124419965	-10.408192	157.12962	0.020236816	0.32	3.0	347.6917653083801
16	10.5426235	0.0	10.5426235	10.5426235	25.0	9.501092	1.2840455	12.43179	7.955168	425	9.012222e-07	21.59781	-0.102416456	-6.9823446	156.91927	0.03050232	0.2	3.0	368.9949803352356
17	18.593678	0.0	18.593678	18.593678	25.0	11.871866	0.8773554	13.294062	10.467781	450	2.3412704e-06	77.62728	-0.14604366	-15.2154045	156.67564	0.020038452	0.44	3.0	391.26702308654785
18	12.9846325	0.0	12.9846325	12.9846325	25.0	11.225947	0.98641944	12.746603	9.540619	475	-9.918213e-07	27.798412	-0.073327005	-8.604315	158.20358	0.026009522	0.12	2.0	413.12987422943115
19	14.81054	0.0	14.81054	14.81054	25.0	13.125502	0.95452845	14.965583	11.387396	500	5.38826e-07	26.341759	-0.14483158	-6.478426	155.71852	0.010146485	0.4	4.0	434.4596836566925
20	13.767683	0.0	13.767683	13.767683	25.0	13.599959	1.0189859	15.339443	12.054216	525	-2.1409987e-06	27.024893	-0.131222	-6.473591	153.83801	0.019528199	0.4	3.0	456.1380777359009
