Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	9.214525	0.0	9.214525	9.214525	25.0	25	0.24299653	0.23746823	0.7468448	-0.80973375	0.25551653	0.25828156	0.80516636	-0.4135579	-0.1468133	0.17433499	20.888898611068726
2	8.184915	0.0	8.184915	8.184915	25.0	50	0.28355464	0.25093254	0.90613693	-0.25404605	0.27554637	0.24343365	0.83534384	-0.12895131	-0.25251597	0.10504096	41.37320303916931
3	9.033032	0.0	9.033032	9.033032	25.0	75	0.32278943	0.2339213	0.898475	-0.34729618	0.32533875	0.22720487	0.83407646	-0.29547974	-0.3904139	0.11377189	61.7698175907135
4	7.0202904	0.0	7.0202904	7.0202904	25.0	100	0.3085579	0.2161073	0.8316009	-0.107671246	0.30923942	0.22536115	0.8783743	-0.14600208	-0.5880218	0.08848396	82.34621381759644
5	4.723734	0.0	4.723734	4.723734	25.0	125	0.30183977	0.21849142	1.0458751	-0.08223884	0.301788	0.2273921	1.0594789	-0.11974366	-0.7905451	0.080565974	102.96424102783203
6	7.8999276	0.0	7.8999276	7.8999276	25.0	150	0.33743984	0.25837633	1.195996	-0.08957651	0.33596602	0.26183906	1.193661	-0.094062544	-0.9378688	0.105037995	123.47648453712463
7	9.037715	0.0	9.037715	9.037715	25.0	175	0.36306897	0.25354517	1.2929906	-0.06336965	0.362189	0.26000923	1.3113724	-0.08891811	-1.0788976	0.09567775	143.9731800556183
8	8.589232	0.0	8.589232	8.589232	25.0	200	0.38713452	0.2575111	1.2623196	-0.08568066	0.38658047	0.262537	1.2558165	-0.08860578	-1.0976014	0.08919107	164.35948133468628
9	8.783734	0.0	8.783734	8.783734	25.0	225	0.40405294	0.26644698	1.2760282	-0.0585476	0.40438038	0.27199247	1.2864863	-0.1276836	-1.0666674	0.08811849	184.7659831047058
10	3.7169015	0.0	3.7169015	3.7169015	25.0	250	0.44073594	0.26851913	1.3253266	-0.05387667	0.44079912	0.27126005	1.3611026	-0.046465192	-1.1135101	0.103448756	205.14555048942566
11	3.4666615	0.0	3.4666615	3.4666615	25.0	275	0.4630208	0.29081967	1.4831518	-0.20482019	0.46032423	0.28658026	1.5077305	-0.12361315	-0.48624647	0.10450033	225.77136158943176
12	2.4608657	0.0	2.4608657	2.4608657	25.0	300	0.4738036	0.28870717	1.577597	-0.0036057048	0.47712147	0.29567772	1.622819	-0.034003638	-0.5416495	0.08188591	246.4548258781433
13	4.1384077	0.0	4.1384077	4.1384077	25.0	325	0.5008001	0.30024177	1.5956596	-0.04057841	0.5014997	0.30757537	1.646537	0.017131833	-0.5642203	0.08158639	267.18710494041443
14	3.5219646	0.0	3.5219646	3.5219646	25.0	350	0.5070215	0.29748562	1.6093471	-0.0066301897	0.50725657	0.301792	1.6919626	-0.00022206083	-0.5292687	0.07712259	287.7699227333069
15	1.470245	0.0	1.470245	1.470245	25.0	375	0.5352488	0.3075443	1.711339	0.063274175	0.533716	0.31252676	1.7987131	0.067626186	-0.52793175	0.07344374	308.2390615940094
16	3.3581092	0.0	3.3581092	3.3581092	25.0	400	0.5487486	0.32398385	1.7465451	0.08960459	0.5477554	0.3312949	1.8223772	-0.048145466	-0.6212209	0.070129484	328.61290764808655
17	2.5563023	0.0	2.5563023	2.5563023	25.0	425	0.56005	0.31340855	1.8136286	0.0698262	0.5597367	0.31837296	1.8678746	0.06338637	-0.60417503	0.07577653	349.0896234512329
18	3.4317355	0.0	3.4317355	3.4317355	25.0	450	0.568166	0.30726385	1.830965	0.14648663	0.5686818	0.31139788	1.8851652	0.14401494	-0.6425072	0.08031325	369.55965781211853
19	5.1667423	0.0	5.1667423	5.1667423	25.0	475	0.58513236	0.32120365	1.8661803	0.13401014	0.58515435	0.32698676	1.9151402	0.12956643	-0.79950386	0.085580565	390.05689692497253
20	4.5228734	0.0	4.5228734	4.5228734	25.0	500	0.6271947	0.3272695	2.015362	0.10087975	0.62594414	0.33141604	2.037787	0.093137264	-0.7686736	0.10331381	410.5185055732727
21	3.0554166	0.0	3.0554166	3.0554166	25.0	525	0.637658	0.3261203	1.9489604	0.12257601	0.6396619	0.3277031	1.9762552	0.11392127	-0.67852664	0.10995517	430.85241198539734
22	4.1038637	0.0	4.1038637	4.1038637	25.0	550	0.6586847	0.31267676	1.9349709	0.1728211	0.65826184	0.3157891	1.9628572	0.16712421	-0.7129041	0.10036278	451.3126742839813
23	4.58035	0.0	4.58035	4.58035	25.0	575	0.687815	0.31972542	2.039452	0.22091088	0.6884502	0.3222422	2.091194	0.2286469	-1.0423017	0.12323527	471.7241258621216
24	4.5732207	0.0	4.5732207	4.5732207	25.0	600	0.716363	0.32312807	2.0818865	0.17713761	0.71632683	0.32668018	2.1105552	0.20581478	-0.96824443	0.12660213	492.19491386413574
25	10.569855	0.0	10.569855	10.569855	25.0	625	0.764691	0.3153491	2.364028	0.24608862	0.76529217	0.32125044	2.493605	0.27342477	-1.086156	0.15303661	512.7777934074402
26	12.2265415	0.0	12.2265415	12.2265415	25.0	650	0.8038458	0.32844123	2.2147272	0.29989898	0.8040484	0.3310206	2.2150278	0.30553523	-1.0753664	0.15487137	533.2382090091705
