Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	7.0498657	0.0	7.0498657	7.0498657	25.0	25	0.16596603	0.34377038	1.1001902	-0.7241412	0.16661872	0.34203553	1.3584281	-0.7239828	-0.24192117	0.10508926	19.932558059692383
2	10.089266	0.0	10.089266	10.089266	25.0	50	0.22756709	0.32555583	1.4594089	-0.7858651	0.23914772	0.30604595	1.5834031	-0.55832225	-0.89172775	0.09050961	39.18975305557251
3	11.389712	0.0	11.389712	11.389712	25.0	75	0.314462	0.32140303	1.3335824	-0.49572387	0.31567174	0.32118294	1.3150275	-0.39025402	-2.181512	0.07336457	58.44679832458496
4	12.270244	0.0	12.270244	12.270244	25.0	100	0.3939996	0.31988314	1.3371587	-0.57799727	0.40122762	0.3272845	1.392615	-0.6669161	-3.8972292	0.08615055	77.99673914909363
5	12.095596	0.0	12.095596	12.095596	25.0	125	0.49545512	0.339943	1.6765368	-0.4217618	0.49468353	0.3376711	1.6708901	-0.3104999	-5.124432	0.07067199	97.35874581336975
6	13.730027	0.0	13.730027	13.730027	25.0	150	0.6008784	0.3786514	1.8433782	-0.26755053	0.60764766	0.38203198	1.8429555	-0.4897592	-5.629326	0.0850599	117.29665684700012
7	12.458883	0.0	12.458883	12.458883	25.0	175	0.7073163	0.38123047	1.8583051	-0.023274327	0.7021446	0.38333622	1.7768968	-0.057376806	-5.7867227	0.06465652	136.98460006713867
8	14.776861	0.0	14.776861	14.776861	25.0	200	0.787069	0.3831298	1.9221612	-0.32296738	0.7931217	0.38672477	1.8878497	-0.057902157	-5.9934697	0.07951477	156.48771715164185
9	12.655135	0.0	12.655135	12.655135	25.0	225	0.9077906	0.405124	2.040651	-0.039211467	0.9030547	0.40855533	2.0149484	0.01874335	-6.1672125	0.067170784	175.93625211715698
10	11.190808	0.0	11.190808	11.190808	25.0	250	1.0262614	0.4202584	2.196623	0.14696051	1.0277514	0.42229226	2.2967339	0.16397072	-6.223064	0.06012784	195.48321437835693
11	1.8663868	0.0	1.8663868	1.8663868	25.0	275	1.1050402	0.68248254	6.126534	-2.117963	1.1013837	0.5145556	2.9113514	-1.134384	-0.7704182	0.47971088	215.0463650226593
12	2.0322647	0.0	2.0322647	2.0322647	25.0	300	1.0953989	0.43946338	2.5031111	0.0333454	1.1010917	0.44127274	2.3931649	0.08468146	-0.8995944	0.08848121	234.58612966537476
13	0.42651695	0.0	0.42651695	0.42651695	25.0	325	1.1279957	0.43740284	2.3649378	0.35231417	1.1296918	0.43521023	2.3553631	0.47275382	-1.025339	0.06029552	254.12843370437622
14	10.219621	0.0	10.219621	10.219621	25.0	350	1.1529647	0.39995235	2.4107387	0.4968211	1.1536312	0.4063877	2.4689038	0.35176528	-1.3419064	0.10821826	274.1655764579773
