Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	8.143995	0.0	8.143995	8.143995	25.0	0.0026421759	0.05902225	0.12951335	-0.22459275	25	-3.7479401e-06	24.436768	-0.14103575	-1.2581615	153.37773	0.016157838	0.4	2.0	22.90598440170288
1	12.237394	0.0	12.237394	12.237394	25.0	0.10484838	0.098655336	0.34291163	-0.11014651	50	1.49917605e-05	39.92658	-0.15195623	-2.0015297	151.74257	-0.021183472	0.68	4.0	44.25210666656494
2	9.598472	0.0	9.598472	9.598472	25.0	0.19629493	0.1461658	0.4390174	-0.23659904	75	-2.7608871e-06	25.195734	-0.14173548	-1.4552269	151.90268	-0.04043579	0.52	4.0	65.55059742927551
3	12.975848	0.0	12.975848	12.975848	25.0	0.3806331	0.13482954	0.8260088	0.104410194	100	4.615784e-06	49.285175	-0.14832708	-2.6410065	151.8331	-0.04031067	0.6	4.0	87.0730049610138
4	10.6661005	0.0	10.6661005	10.6661005	25.0	0.5824971	0.1830135	1.0529077	0.116790265	125	4.2295455e-06	25.520924	-0.13398995	-2.2205772	154.29933	-0.041279297	0.4	4.0	108.32094669342041
5	6.4939227	0.0	6.4939227	6.4939227	25.0	0.81202316	0.18446004	1.1874242	0.6656211	150	3.0231477e-06	19.996616	-0.084387556	-2.1438084	155.45905	0.024031373	0.2	3.0	129.7402584552765
6	11.497766	0.0	11.497766	11.497766	25.0	1.2401626	0.2945509	2.1645858	0.91960883	175	-9.679794e-07	30.706497	-0.13891928	-3.822998	155.41385	-0.043739624	0.36	4.0	150.84181308746338
7	10.125712	0.0	10.125712	10.125712	25.0	1.5090176	0.24109237	2.105321	1.1610858	200	-1.1835098e-05	33.12933	-0.11162287	-4.740267	155.32756	0.018874511	0.2	3.0	171.93809413909912
8	15.815499	0.0	15.815499	15.815499	25.0	2.185155	0.4660432	3.61307	1.5140014	225	1.9640922e-05	68.28519	-0.15105283	-9.724777	156.20692	-0.00018188477	0.52	4.0	193.47166895866394
9	10.086351	0.0	10.086351	10.086351	25.0	2.7123842	0.49178863	3.8752358	2.1081438	250	-2.0074845e-06	20.627424	-0.12884505	-4.7984724	157.55847	-0.019645385	0.28	4.0	214.93834614753723
10	9.28713	0.0	9.28713	9.28713	25.0	3.2111175	0.5892051	5.013478	2.700321	275	2.4223327e-06	49.01981	-0.08495505	-10.035408	156.82312	0.047510374	0.16	2.0	235.94678783416748
11	9.858454	0.0	9.858454	9.858454	25.0	4.1396074	0.6569476	6.1295576	3.4119425	300	-1.0313987e-05	22.766237	-0.1343409	-6.432583	156.07788	-0.0011499024	0.32	4.0	256.97653698921204
12	13.270182	0.0	13.270182	13.270182	25.0	5.1492224	0.7226772	7.2030954	4.2086205	325	5.249977e-06	33.44011	-0.14316945	-10.095722	154.44664	-0.024458008	0.48	4.0	278.11517810821533
