Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	24.375475	0.0	24.375475	24.375475	25.0	0.047523107	0.20603709	0.39384264	-0.49812704	25	-1.335144e-07	254.7689	-0.17071733	-11.5759735	153.6379	-0.02859314	0.96	4.0	20.232887983322144
1	32.20985	0.0	32.20985	32.20985	25.0	0.22681366	0.42523986	1.1952605	-0.33060548	50	-5.7220458e-08	316.59485	-0.15532316	-13.088318	153.75606	-0.009070435	0.76	4.0	39.530901193618774
2	27.185444	0.0	27.185444	27.185444	25.0	0.67787033	0.2865219	1.4335061	0.2321973	75	3.33786e-08	202.31648	-0.16886018	-7.9518585	155.37758	-0.054710083	0.84	4.0	58.83935070037842
3	21.409388	0.0	21.409388	21.409388	25.0	0.85022146	0.24145442	1.5278661	0.44931158	100	-3.33786e-08	135.34561	-0.16714998	-6.5901184	155.74823	-0.0028692626	0.8	4.0	78.09132289886475
4	22.059984	0.0	22.059984	22.059984	25.0	1.1694278	0.25705343	1.7496811	0.75241876	125	-4.7683715e-09	142.66373	-0.1112605	-7.6321106	153.79951	0.042974245	0.2	2.0	97.18162298202515
5	20.631989	0.0	20.631989	20.631989	25.0	1.4350749	0.41552863	2.5674276	0.6395615	150	-1.14440915e-07	128.90181	-0.115162745	-8.046677	154.0105	0.030691529	0.28	2.0	116.40521931648254
6	27.056602	0.0	27.056602	27.056602	25.0	1.971382	0.51802737	3.2536597	1.2248716	175	8.106232e-08	204.94218	-0.16918927	-14.175934	155.9054	-0.003444214	0.64	4.0	136.46923232078552
7	23.930084	0.0	23.930084	23.930084	25.0	2.4569085	0.65383893	3.8058002	1.5796839	200	6.8664554e-07	160.70575	-0.17972599	-15.018478	153.31107	-0.015195923	0.8	4.0	155.70160007476807
8	25.852129	0.0	25.852129	25.852129	25.0	2.9602563	0.64756566	4.4639187	1.7047585	225	8.583069e-08	213.69302	-0.154809	-20.46904	155.98193	0.0012390136	0.56	4.0	174.91522407531738
9	23.518978	0.0	23.518978	23.518978	25.0	3.8492029	0.7010949	5.8583546	2.8668368	250	9.536743e-09	214.58047	-0.11374032	-24.335175	154.28009	0.03296631	0.24	2.0	194.22997379302979
10	24.422758	0.0	24.422758	24.422758	25.0	4.3481026	0.921948	6.3028812	2.4422786	275	-1.9073487e-07	147.69354	-0.16282226	-21.842682	151.41302	-0.10046875	0.68	4.0	213.4172637462616
11	29.260447	0.0	29.260447	29.260447	25.0	6.3059177	0.97217965	8.943309	4.6155925	300	1.7166138e-07	278.45303	-0.1248216	-34.590363	154.37775	0.017994994	0.2	2.0	232.58856678009033
12	27.500563	0.0	27.500563	27.500563	25.0	7.227029	1.5253689	10.520302	4.6130195	325	-4.7683716e-07	235.99965	-0.11041189	-35.75679	153.69406	0.04141052	0.2	2.0	252.69132590293884
13	30.42995	0.0	30.42995	30.42995	25.0	9.069568	0.9096939	11.159284	6.724308	350	-1.3160706e-06	263.349	-0.16507909	-38.888565	154.50203	0.005652466	0.64	4.0	271.89445543289185
14	29.238174	0.0	29.238174	29.238174	25.0	10.311156	1.0914205	11.771653	8.444881	375	0.0	221.70099	-0.14774488	-35.72902	155.55368	-0.019843139	0.6	4.0	291.08625078201294
15	25.74462	0.0	25.74462	25.74462	25.0	10.592464	1.8453394	13.94408	4.409244	400	-1.153946e-06	121.15685	-0.1720238	-21.9421	152.16351	-0.017789306	0.68	4.0	310.2897801399231
16	30.600714	0.0	30.600714	30.600714	25.0	12.210703	1.1953084	14.205324	9.9869	425	-7.6293944e-08	245.42188	-0.17378767	-30.521637	156.139	0.004039917	0.72	4.0	329.5627567768097
17	26.131891	0.0	26.131891	26.131891	25.0	13.7318125	0.6816867	14.8588705	12.280619	450	2.8610229e-08	148.47148	-0.12689272	-20.902138	151.61662	0.027487183	0.28	2.0	348.7281770706177
18	23.834475	0.0	23.834475	23.834475	25.0	14.006732	1.1754857	15.880459	11.9259	475	-1.6212464e-07	132.947	-0.14440656	-19.430183	154.80478	-0.0033013916	0.56	4.0	367.98870944976807
19	21.34932	0.0	21.34932	21.34932	25.0	14.634314	1.047423	16.247663	12.114322	500	2.3841858e-08	75.424446	-0.13953276	-11.557831	153.97807	0.024697876	0.32	3.0	387.3307147026062
20	21.001276	0.0	21.001276	21.001276	25.0	15.346079	1.3492002	16.89393	11.215425	525	1.335144e-06	99.406815	-0.15707427	-12.919052	153.59958	0.0003009033	0.44	4.0	406.6095972061157
21	32.68593	0.0	32.68593	32.68593	25.0	17.13839	0.8053744	18.248064	14.646044	550	1.2588501e-06	279.66562	-0.1173419	-20.07019	153.67534	0.02348877	0.08	2.0	425.76521158218384
22	24.91219	0.0	24.91219	24.91219	25.0	16.21963	2.4739249	18.600336	8.686717	575	-1.04904174e-07	152.4006	-0.15588309	-19.581314	154.01834	0.012218017	0.68	4.0	444.98272466659546
23	30.917982	0.0	30.917982	30.917982	25.0	18.022064	1.3713268	19.090637	12.679869	600	-6.67572e-08	201.60909	-0.14997451	-16.842682	155.91628	0.015413818	0.56	3.0	464.20624685287476
24	26.049105	0.0	26.049105	26.049105	25.0	18.854052	0.5564316	19.584404	17.305128	625	1.0967255e-07	151.13252	-0.16181856	-13.726013	152.20276	0.014643555	0.68	4.0	483.3782000541687
25	23.412802	0.0	23.412802	23.412802	25.0	19.258507	0.4933889	20.106949	18.306015	650	1.04904174e-07	117.6709	-0.14878997	-11.755341	152.17873	0.019554138	0.56	4.0	502.5626571178436
26	26.895544	0.0	26.895544	26.895544	25.0	20.075209	0.47916836	20.588053	19.040356	675	-1.66893e-07	141.88887	-0.13892227	-10.872513	155.8589	0.024163209	0.48	3.0	521.7435352802277
27	26.870483	0.0	26.870483	26.870483	25.0	20.49142	0.58990526	21.135815	18.587248	700	3.8146972e-08	103.59682	-0.1493096	-8.100479	159.01797	-0.05378052	0.48	4.0	540.952065706253
28	23.263786	0.0	23.263786	23.263786	25.0	20.84885	0.5446922	21.605125	19.115604	725	-9.536743e-09	100.178116	-0.10781004	-8.399315	155.24503	0.026834717	0.24	2.0	560.3455348014832
29	26.498018	0.0	26.498018	26.498018	25.0	21.530388	0.36605224	21.951702	20.425676	750	-5.531311e-07	95.071045	-0.15977316	-6.6559143	158.69931	-0.051602785	0.72	4.0	579.5083358287811
30	28.678457	0.0	28.678457	28.678457	25.0	21.990717	0.36021325	22.37359	21.057718	775	1.9073486e-08	159.69107	-0.17212479	-9.269211	155.6753	-0.057301637	0.72	4.0	598.71604347229
31	28.410244	0.0	28.410244	28.410244	25.0	22.529984	0.25719813	22.765495	21.865211	800	-7.2479247e-07	134.74294	-0.16764896	-8.319626	153.36685	-0.009724732	0.76	4.0	617.8499095439911
32	25.34659	0.0	25.34659	25.34659	25.0	22.715254	0.30158564	23.139273	21.873873	825	-2.8610229e-08	97.36793	-0.15761718	-6.9062347	151.98459	0.016694946	0.64	4.0	636.9811317920685
33	21.405243	0.0	21.405243	21.405243	25.0	23.096287	0.37053475	23.568697	21.85964	850	1.4305114e-08	62.81093	-0.15545794	-4.988186	152.96217	0.024268799	0.44	3.0	656.1534051895142
34	29.216131	0.0	29.216131	29.216131	25.0	23.397724	0.49193385	24.005428	22.146935	875	2.3841858e-08	139.57033	-0.15124996	-7.417557	154.92911	-0.03527832	0.52	4.0	675.3406646251678
35	31.712116	0.0	31.712116	31.712116	25.0	24.093306	0.16204977	24.35587	23.848463	900	-1.9550323e-07	177.12811	-0.15430969	-9.149246	155.28716	0.017286377	0.56	3.0	694.559582233429
36	29.84309	0.0	29.84309	29.84309	25.0	24.450178	0.17445716	24.707352	24.137558	925	-1.1634827e-06	190.25343	-0.15641114	-11.0355835	156.51656	-0.04071167	0.56	4.0	713.6953232288361
37	31.776455	0.0	31.776455	31.776455	25.0	25.017492	0.10793315	25.158493	24.790052	950	9.059906e-08	185.82664	-0.17086163	-10.352341	155.58931	-0.026460571	0.8	4.0	732.9195976257324
38	30.210884	0.0	30.210884	30.210884	25.0	25.415451	0.13207349	25.60409	25.089645	975	-1.4781952e-07	176.29826	-0.16937514	-10.365829	155.07607	0.009935913	0.68	4.0	752.0389261245728
