Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	11.716308	0.0	11.716308	11.716308	25.0	25	0.43821943	0.42296293	1.9853505	-0.66150737	0.42788246	0.440476	2.1261945	-0.8911044	-0.4260494	0.14131147	21.724750995635986
2	14.955256	0.0	14.955256	14.955256	25.0	50	0.5249457	0.3745569	1.799388	-0.414739	0.5224173	0.3974976	1.7721047	-0.36398226	-1.5421617	0.11260454	43.476099491119385
3	14.148163	0.0	14.148163	14.148163	25.0	75	0.55943525	0.33232096	1.8182929	-0.16131371	0.56065154	0.32523954	1.7702976	-0.3064072	-3.3727782	0.0760219	64.57371401786804
4	14.412063	0.0	14.412063	14.412063	25.0	100	0.5948697	0.34466022	1.6713091	-0.33875003	0.59286004	0.34680587	1.7299911	-0.4236844	-5.1646495	0.07981809	86.02210736274719
5	14.823851	0.0	14.823851	14.823851	25.0	125	0.6151123	0.31782103	1.8072443	-0.1222651	0.6164768	0.31477636	1.777007	-0.21269946	-6.4664307	0.054795686	106.88815808296204
6	17.981594	0.0	17.981594	17.981594	25.0	150	0.66046435	0.30670354	1.8199522	-0.27812648	0.65721345	0.30804682	1.7912409	-0.3325764	-6.756439	0.06409007	128.33619689941406
7	15.373388	0.0	15.373388	15.373388	25.0	175	0.73666406	0.33458194	1.9867909	-0.29360357	0.73957765	0.32891253	1.9470658	-0.23027943	-7.0277605	0.057023983	149.32781338691711
8	16.659098	0.0	16.659098	16.659098	25.0	200	0.82520664	0.3468162	1.9772122	-0.07363822	0.82265294	0.34544593	1.9691463	-0.021185115	-7.240672	0.060692053	170.43855357170105
9	15.578665	0.0	15.578665	15.578665	25.0	225	0.93106174	0.3769089	2.1821234	0.031506117	0.9321153	0.3732711	2.18762	-0.013646719	-7.4480844	0.054542974	191.47360730171204
10	17.002398	0.0	17.002398	17.002398	25.0	250	1.0646138	0.37128353	2.3889096	0.122053765	1.0655239	0.37024796	2.3989012	0.061081022	-7.8092937	0.054178488	212.10617065429688
11	19.222134	0.0	19.222134	19.222134	25.0	275	1.2133116	0.7531141	7.9633794	-2.2340872	1.2237163	0.4602387	3.792619	-0.23185612	-1.575817	0.5958422	233.96893191337585
12	2.196334	0.0	2.196334	2.196334	25.0	300	1.2647742	0.37322944	2.506872	0.16571346	1.2685363	0.39878315	2.5229232	0.21385804	-1.1447107	0.15289097	254.71955513954163
13	3.696899	0.0	3.696899	3.696899	25.0	325	1.2824904	0.39264646	2.5461	0.47486755	1.2783655	0.45059645	2.586176	0.15789174	-1.0584786	0.10110743	275.2141537666321
14	6.3404465	0.0	6.3404465	6.3404465	25.0	350	1.2972171	0.4202162	2.5847585	0.49658108	1.2913754	0.45773187	2.6312199	0.2196394	-1.3823396	0.111558	296.00850462913513
15	21.77606	0.0	21.77606	21.77606	25.0	375	1.3920685	0.42259064	2.7025907	0.5495485	1.3934848	0.43062717	2.677644	0.46963596	-2.0532534	0.10440098	318.492360830307
16	6.4488187	0.0	6.4488187	6.4488187	25.0	400	1.4033649	0.42250195	2.862359	0.334554	1.4031137	0.4252654	2.8364496	0.3126236	-1.8036189	0.18249135	339.1378843784332
17	1.0324228	0.0	1.0324228	1.0324228	25.0	425	1.4294004	0.39326614	2.9064775	0.7109197	1.4246792	0.4305281	2.885521	0.48621574	-1.2464896	0.14236854	359.558837890625
18	1.656037	0.0	1.656037	1.656037	25.0	450	1.4604353	0.41232404	2.8087552	0.7479093	1.4621601	0.4417743	2.7964277	0.6222635	-1.3834485	0.11232178	379.7625801563263
